Transaction_ID,Company_Name,Industry_Sector,Transaction_Amount_INR,Cybersecurity_Risk_Level,Forensic_Audit_Conducted,Fraud_Detected,Fraud_Type,Anomaly_Score,Cybersecurity_Breach
411,Company_411,Manufacturing,710446,Low,No,No,None,0.07,No
412,Company_412,IT Services,1234580,High,No,No,None,0.63,No
413,Company_413,Banking,4897846,Medium,No,Yes,Financial Statement Fraud,0.19,No
414,Company_414,Banking,4203977,High,Yes,No,None,0.73,No
415,Company_415,E-commerce,4701352,High,No,No,None,0.81,No
416,Company_416,Manufacturing,2093864,High,Yes,Yes,Asset Misappropriation,0.44,No
417,Company_417,Retail,368186,Medium,No,No,None,0.04,Yes
418,Company_418,Banking,3838823,Low,No,No,None,0.41,No
419,Company_419,E-commerce,4253854,High,No,Yes,Asset Misappropriation,0.64,No
420,Company_420,Healthcare,4856346,Medium,Yes,No,None,0.99,No
421,Company_421,E-commerce,1640533,Low,No,No,None,0.34,No
422,Company_422,Banking,4817975,Medium,No,No,None,0.63,No
423,Company_423,Banking,1835210,High,No,No,None,0.98,No
424,Company_424,E-commerce,4496248,Medium,No,No,None,0.55,No
425,Company_425,Retail,4314494,Medium,No,No,None,0.15,No
426,Company_426,IT Services,1551809,Low,Yes,No,None,0.74,No
427,Company_427,Banking,3062359,Medium,No,Yes,Identity Theft,0.77,No
428,Company_428,E-commerce,195950,Medium,No,No,None,0.33,No
429,Company_429,E-commerce,4980214,High,No,No,None,0.75,Yes
430,Company_430,Manufacturing,2812805,High,No,No,None,0.16,No
431,Company_431,IT Services,2096957,Low,No,No,None,0.64,No
432,Company_432,Healthcare,3603741,Medium,No,No,None,0.99,No
433,Company_433,Retail,2013593,High,No,No,None,0.31,No
434,Company_434,Healthcare,2586008,Low,No,Yes,Identity Theft,0.83,No
435,Company_435,IT Services,3294442,Medium,No,Yes,Financial Statement Fraud,0.48,No
436,Company_436,IT Services,4215645,High,No,No,None,0.97,No
437,Company_437,IT Services,3177895,High,No,No,None,0.51,No
438,Company_438,Healthcare,3069150,High,No,No,None,0.84,No
439,Company_439,IT Services,3479061,Low,Yes,No,None,0.22,No
440,Company_440,E-commerce,1088312,High,No,Yes,Asset Misappropriation,0.48,No
441,Company_441,Healthcare,3690907,High,Yes,No,None,0.99,No
442,Company_442,IT Services,3524643,Low,Yes,Yes,Asset Misappropriation,0.83,No
443,Company_443,E-commerce,1221546,Low,No,No,None,0.54,No
444,Company_444,Manufacturing,3452293,High,No,No,None,0.88,Yes
445,Company_445,IT Services,3484232,Medium,No,No,None,0.41,No
446,Company_446,Healthcare,2721554,High,No,No,None,0.46,No
447,Company_447,Banking,2469815,Medium,No,No,None,0.49,No
448,Company_448,IT Services,1034217,Medium,No,No,None,0.4,No
449,Company_449,Banking,2949679,Medium,No,No,None,0.53,No
450,Company_450,E-commerce,223703,High,Yes,No,None,0.86,No
451,Company_451,Manufacturing,3225386,High,No,No,None,0.36,Yes
452,Company_452,Retail,1735099,High,No,Yes,Corruption,0.79,No
453,Company_453,Manufacturing,4464854,High,No,Yes,Corruption,0.58,No
454,Company_454,IT Services,579932,Medium,No,No,None,0.87,No
455,Company_455,Banking,2130064,Medium,No,No,None,0.1,No
456,Company_456,Banking,3659326,Medium,Yes,No,None,0.57,No
457,Company_457,Healthcare,737647,Medium,Yes,Yes,Financial Statement Fraud,0.15,No
458,Company_458,Banking,4614641,Medium,Yes,No,None,0.89,No
459,Company_459,Healthcare,2682343,High,No,No,None,0.08,No
460,Company_460,E-commerce,4309080,Medium,Yes,No,None,0.01,No
461,Company_461,Retail,3771884,Low,No,No,None,0.79,No
462,Company_462,IT Services,2587697,High,No,No,None,0.24,Yes
463,Company_463,Healthcare,2867288,Low,No,Yes,Asset Misappropriation,0.92,Yes
464,Company_464,Retail,3573815,Low,No,No,None,0.14,No
465,Company_465,Banking,1886816,Low,No,No,None,0.53,No
466,Company_466,Banking,1486241,High,Yes,Yes,Corruption,0.76,No
467,Company_467,Retail,3155832,Medium,Yes,No,None,0.69,No
468,Company_468,Banking,4657411,Medium,No,No,None,0.79,No
469,Company_469,E-commerce,4466209,Medium,No,No,None,0.68,Yes
470,Company_470,E-commerce,3637938,Medium,Yes,No,None,0.45,No
471,Company_471,Retail,2851529,Low,Yes,Yes,Identity Theft,0.06,No
472,Company_472,Healthcare,105941,Medium,Yes,Yes,Identity Theft,0.77,No
473,Company_473,Healthcare,1975862,Low,No,No,None,0.66,No
474,Company_474,Retail,1478376,Medium,No,No,None,0.62,No
475,Company_475,Healthcare,1982512,Low,Yes,No,None,0.8,No
476,Company_476,Healthcare,4099704,High,No,No,None,0.92,No
477,Company_477,E-commerce,464310,High,No,No,None,0.03,No
478,Company_478,Healthcare,491596,Medium,No,No,None,0.66,No
479,Company_479,Manufacturing,4054293,High,Yes,No,None,0.25,No
480,Company_480,IT Services,2586413,Low,No,No,None,0.26,No
481,Company_481,Banking,658814,High,No,No,None,0.75,No
482,Company_482,Manufacturing,4227432,Medium,No,No,None,0.03,No
483,Company_483,Healthcare,3170788,Medium,Yes,No,None,0.34,No
484,Company_484,E-commerce,1724068,Low,Yes,No,None,0.63,No
485,Company_485,Retail,1682301,Medium,No,No,None,0.14,No
486,Company_486,Healthcare,1504651,Medium,No,No,None,0.61,Yes
487,Company_487,E-commerce,1019904,High,Yes,No,None,0.93,No
488,Company_488,IT Services,649719,Medium,No,No,None,0.59,No
489,Company_489,Healthcare,2981571,High,Yes,No,None,0.91,No
490,Company_490,Retail,4902645,Low,No,No,None,0.59,No
491,Company_491,E-commerce,3100080,Low,No,No,None,0.11,Yes
492,Company_492,E-commerce,4966837,High,No,No,None,0.57,No
493,Company_493,E-commerce,3079735,High,Yes,No,None,0.81,No
494,Company_494,IT Services,4945607,Medium,No,No,None,0.06,No
495,Company_495,Healthcare,2305837,Low,Yes,Yes,Corruption,0.02,No
496,Company_496,IT Services,2234600,Medium,No,No,None,0.74,No
497,Company_497,Banking,3494450,Low,No,No,None,0.57,No
498,Company_498,Banking,2789362,Medium,No,No,None,0.66,No
499,Company_499,Healthcare,4361795,High,No,No,None,0.43,No
500,Company_500,IT Services,4300531,Low,No,No,None,0.16,No
501,Company_501,Retail,4246665,Low,Yes,No,None,0.35,No
502,Company_502,E-commerce,2789089,Medium,No,No,None,0.15,No
503,Company_503,E-commerce,4338517,Low,No,No,None,0.68,No
504,Company_504,Healthcare,4344037,High,No,Yes,Identity Theft,0.75,No
505,Company_505,Banking,943983,Medium,No,No,None,0.18,No
506,Company_506,Banking,4184257,Medium,No,No,None,0.84,No
507,Company_507,E-commerce,2729937,Low,No,No,None,0.53,No
508,Company_508,Healthcare,2796661,High,No,No,None,0.49,No
509,Company_509,IT Services,3993498,Medium,No,No,None,0.09,No
510,Company_510,Banking,659785,Low,No,No,None,0.36,Yes
511,Company_511,IT Services,2801494,Medium,No,No,None,0.79,No
512,Company_512,Banking,3027341,High,Yes,No,None,0.8,No
513,Company_513,Banking,3722343,Low,Yes,No,None,0.66,No
514,Company_514,Manufacturing,3785604,High,Yes,No,None,0.72,No
515,Company_515,Banking,1126148,Low,No,No,None,0.98,No
516,Company_516,Retail,1896451,Low,No,No,None,0.57,Yes
517,Company_517,Healthcare,4270807,Low,No,No,None,0.33,No
518,Company_518,Healthcare,2424899,High,No,No,None,0.23,No
519,Company_519,IT Services,1250385,Low,No,Yes,Corruption,0.88,No
520,Company_520,Banking,4614867,High,No,No,None,0.06,No
521,Company_521,Retail,2271329,Medium,No,No,None,0.85,No
522,Company_522,IT Services,122931,High,Yes,No,None,0.21,Yes
523,Company_523,Manufacturing,1570106,High,Yes,No,None,0.79,No
524,Company_524,IT Services,2959081,Low,No,No,None,0.43,No
525,Company_525,IT Services,1302044,Medium,No,Yes,Financial Statement Fraud,0.35,No
526,Company_526,Banking,1430759,Medium,No,No,None,0.52,No
527,Company_527,Manufacturing,4630361,Low,No,No,None,0.66,No
528,Company_528,IT Services,2563727,Medium,Yes,Yes,Asset Misappropriation,0.78,No
529,Company_529,Retail,2566771,Low,No,No,None,0.56,No
530,Company_530,Retail,2572000,Medium,No,No,None,0.04,No
531,Company_531,Healthcare,293536,High,No,Yes,Financial Statement Fraud,0.78,Yes
532,Company_532,Manufacturing,2829972,Medium,No,Yes,Identity Theft,0.38,No
533,Company_533,Manufacturing,1570449,Medium,No,Yes,Identity Theft,0.17,Yes
534,Company_534,Healthcare,4787961,Medium,No,No,None,0.15,No
535,Company_535,IT Services,1431813,Low,No,Yes,Asset Misappropriation,0.69,No
536,Company_536,Manufacturing,52616,Low,No,No,None,0.13,No
537,Company_537,Retail,1029967,Medium,Yes,Yes,Corruption,0.52,No
538,Company_538,Retail,333163,High,No,Yes,Identity Theft,0.96,No
539,Company_539,Banking,2963418,Medium,No,No,None,0.03,No
540,Company_540,Manufacturing,1407569,Low,No,No,None,0.57,No
541,Company_541,IT Services,2230017,Medium,No,No,None,0.3,No
542,Company_542,Healthcare,1242759,Low,No,Yes,Financial Statement Fraud,0.66,No
543,Company_543,Healthcare,4988505,Medium,No,No,None,0.63,No
544,Company_544,IT Services,1634899,Medium,No,No,None,0.49,Yes
545,Company_545,E-commerce,445665,Medium,Yes,No,None,1,No
546,Company_546,Banking,2710440,Low,Yes,No,None,0.99,No
547,Company_547,Healthcare,2326976,Medium,Yes,No,None,0.91,No
548,Company_548,Manufacturing,1255804,Low,No,No,None,0.67,No
549,Company_549,Banking,2276626,Medium,No,Yes,Identity Theft,0.31,No
550,Company_550,Manufacturing,288512,High,Yes,No,None,0.19,No
551,Company_551,Retail,4930011,Low,Yes,No,None,0.21,Yes
552,Company_552,Banking,2349884,Medium,No,No,None,0.43,No
553,Company_553,Healthcare,3365206,Medium,Yes,No,None,0.19,No
554,Company_554,Banking,2959823,Low,No,No,None,0.66,No
555,Company_555,Banking,2729668,Medium,No,Yes,Asset Misappropriation,0.38,No
556,Company_556,Banking,1655690,Medium,No,No,None,0.03,No
557,Company_557,E-commerce,1240190,Medium,No,No,None,0.22,No
558,Company_558,Banking,3603188,Medium,Yes,No,None,0.66,No
559,Company_559,Manufacturing,2955302,High,No,No,None,0.37,No
560,Company_560,Retail,3896906,Medium,Yes,No,None,0.11,No
561,Company_561,IT Services,735324,Medium,No,No,None,0.4,No
562,Company_562,Banking,2896310,High,No,No,None,0.98,No
563,Company_563,Healthcare,262363,Medium,No,Yes,Asset Misappropriation,0.22,No
564,Company_564,Banking,3351297,High,No,Yes,Identity Theft,0.41,No
565,Company_565,Healthcare,4794794,Medium,No,No,None,0.37,No
566,Company_566,Manufacturing,3174712,Low,Yes,No,None,0.57,No
567,Company_567,Healthcare,419397,Medium,No,Yes,Asset Misappropriation,0.16,No
568,Company_568,IT Services,1301028,Low,No,No,None,0.54,No
569,Company_569,Retail,3263107,Low,Yes,No,None,0.41,No
570,Company_570,Healthcare,2484855,High,No,No,None,0.92,No
571,Company_571,Healthcare,3445968,Medium,No,No,None,0.17,No
572,Company_572,Retail,4960895,Low,No,No,None,0.88,No
573,Company_573,IT Services,790974,Low,Yes,No,None,0.84,No
574,Company_574,Banking,1862016,High,Yes,Yes,Asset Misappropriation,0.11,No
575,Company_575,Healthcare,376372,Low,No,No,None,0.78,No
576,Company_576,Retail,2003834,Low,Yes,No,None,0.86,No
577,Company_577,Manufacturing,423892,High,No,No,None,0.74,Yes
578,Company_578,Retail,1993993,High,Yes,No,None,0.73,No
579,Company_579,Manufacturing,2634077,High,No,Yes,Financial Statement Fraud,0.88,No
580,Company_580,IT Services,631780,High,No,No,None,0.14,No
581,Company_581,Banking,3126057,High,No,No,None,0.71,Yes
582,Company_582,Retail,407660,High,No,No,None,0.97,No
583,Company_583,E-commerce,2903337,Low,No,No,None,0.57,No
584,Company_584,Healthcare,3679053,Low,No,No,None,0.18,No
585,Company_585,IT Services,2685669,Medium,No,No,None,0.33,No
586,Company_586,Retail,1429447,Low,No,No,None,0.43,No
587,Company_587,Healthcare,242431,High,Yes,No,None,0.15,No
588,Company_588,Retail,4904499,Medium,No,Yes,Corruption,0.64,No
589,Company_589,Manufacturing,724685,Low,No,No,None,0.88,No
590,Company_590,Retail,1084727,High,No,No,None,0.55,No
591,Company_591,E-commerce,3171482,Medium,No,Yes,Financial Statement Fraud,0.33,No
592,Company_592,Retail,3101311,Medium,No,No,None,0.3,No
593,Company_593,Retail,3407608,Low,No,No,None,0.08,No
594,Company_594,E-commerce,2354631,Medium,No,No,None,0.85,Yes
595,Company_595,IT Services,4876760,High,No,Yes,Corruption,0.93,Yes
596,Company_596,Retail,970122,Medium,No,No,None,0.48,No
597,Company_597,E-commerce,916486,High,No,No,None,0.95,No
598,Company_598,Healthcare,820250,Medium,Yes,No,None,0.63,No
599,Company_599,Manufacturing,4499391,Medium,Yes,No,None,0.25,No
600,Company_600,Manufacturing,4177727,High,No,No,None,0.89,No
601,Company_601,Retail,158580,High,No,No,None,0.3,No
602,Company_602,IT Services,306752,Medium,No,No,None,0.4,Yes
603,Company_603,IT Services,1758819,High,No,No,None,0.6,No
604,Company_604,Healthcare,3010635,Medium,No,Yes,Financial Statement Fraud,0.05,No
605,Company_605,Retail,499829,Medium,Yes,No,None,0.76,No
606,Company_606,Manufacturing,1672284,Low,No,No,None,0.11,No
607,Company_607,IT Services,2533819,Medium,Yes,No,None,0.52,No
608,Company_608,Retail,1912131,High,No,No,None,0.01,No
609,Company_609,IT Services,3166349,Low,Yes,No,None,0.13,Yes
610,Company_610,E-commerce,2228018,Medium,Yes,No,None,0.29,No
611,Company_611,IT Services,812793,Medium,No,No,None,0.38,No
612,Company_612,Manufacturing,500238,Low,Yes,No,None,0.62,No
613,Company_613,Banking,1444319,Low,Yes,No,None,0.29,No
614,Company_614,Healthcare,2558736,High,No,No,None,0.92,No
615,Company_615,Healthcare,1698581,Low,No,No,None,0.48,No
616,Company_616,Manufacturing,3078621,Medium,No,No,None,0.14,Yes
617,Company_617,IT Services,4042750,High,Yes,No,None,0.12,Yes
618,Company_618,Retail,3046866,Medium,No,Yes,Corruption,0.48,No
619,Company_619,IT Services,4099188,Low,No,Yes,Asset Misappropriation,0.34,Yes
620,Company_620,Manufacturing,4647269,Medium,No,No,None,0.34,No
621,Company_621,Healthcare,4262026,High,No,No,None,0.51,No
622,Company_622,IT Services,4902427,Medium,No,Yes,Financial Statement Fraud,0.23,No
623,Company_623,Healthcare,1620438,Low,No,No,None,0.83,No
624,Company_624,Retail,49814,Medium,No,Yes,Financial Statement Fraud,0.83,No
625,Company_625,Healthcare,2309175,Low,No,No,None,0.92,No
626,Company_626,Healthcare,4800580,High,No,Yes,Financial Statement Fraud,0.97,No
627,Company_627,Banking,4645385,Low,No,No,None,0.36,No
628,Company_628,Banking,2912516,High,No,No,None,0.74,No
629,Company_629,E-commerce,4561290,Low,Yes,No,None,0.96,No
630,Company_630,Banking,3727127,High,No,No,None,0.53,No
631,Company_631,Healthcare,1205937,Medium,Yes,No,None,0.55,No
632,Company_632,Manufacturing,3158619,High,No,No,None,0.87,No
633,Company_633,Healthcare,1809836,High,Yes,No,None,0.26,No
634,Company_634,Manufacturing,4075854,Medium,No,No,None,0.47,No
635,Company_635,Manufacturing,1935335,High,Yes,Yes,Asset Misappropriation,0.62,No
636,Company_636,Banking,3184601,High,No,No,None,0.16,No
637,Company_637,IT Services,2180469,Medium,Yes,No,None,0.75,No
638,Company_638,Retail,3054741,Low,No,No,None,0.61,No
639,Company_639,Banking,2111490,Low,No,No,None,0.82,No
640,Company_640,Banking,2555268,High,No,No,None,0.19,No
641,Company_641,IT Services,2281704,Low,No,No,None,0.66,Yes
642,Company_642,Retail,1690425,High,No,No,None,0.26,No
643,Company_643,Healthcare,4144508,Medium,No,No,None,0.74,Yes
644,Company_644,E-commerce,3466843,High,Yes,No,None,0.2,No
645,Company_645,E-commerce,1887958,Low,No,No,None,0.68,No
646,Company_646,Healthcare,3350203,Medium,No,No,None,0.78,No
647,Company_647,Banking,4829572,Medium,No,No,None,0.2,No
648,Company_648,Retail,2894442,High,Yes,No,None,0.11,No
649,Company_649,Banking,3894119,Low,No,No,None,0.79,No
650,Company_650,Manufacturing,2108519,High,Yes,Yes,Identity Theft,0.44,No
651,Company_651,Banking,4935564,Medium,No,No,None,0.61,No
652,Company_652,Banking,3311782,Medium,No,No,None,0.59,No
653,Company_653,Healthcare,1741306,High,No,Yes,Identity Theft,0.4,No
654,Company_654,Healthcare,4168350,Low,No,No,None,0.53,No
655,Company_655,Healthcare,2817466,High,No,Yes,Financial Statement Fraud,0.76,No
656,Company_656,E-commerce,857217,Medium,No,No,None,0.3,No
657,Company_657,Manufacturing,1874887,Medium,Yes,No,None,0.84,No
658,Company_658,Healthcare,101917,Low,No,Yes,Corruption,0.64,No
659,Company_659,Retail,3844682,Low,No,No,None,0.31,No
660,Company_660,E-commerce,2482752,Low,Yes,No,None,0.68,Yes
661,Company_661,IT Services,3490401,High,No,No,None,0.37,No
662,Company_662,Retail,3187544,Medium,No,No,None,0.2,No
663,Company_663,Retail,1319096,High,No,No,None,0.36,Yes
664,Company_664,Healthcare,850935,High,No,No,None,0.83,No
665,Company_665,IT Services,3867155,Low,No,Yes,Asset Misappropriation,0.14,Yes
666,Company_666,IT Services,4444693,Low,No,No,None,0.5,No
667,Company_667,E-commerce,4835045,High,No,No,None,0.15,No
668,Company_668,IT Services,3399537,Low,Yes,No,None,0.09,No
669,Company_669,Manufacturing,4034868,Medium,No,No,None,0.17,No
670,Company_670,Healthcare,2986454,Medium,No,No,None,0.5,No
671,Company_671,IT Services,3118625,Medium,No,No,None,0.69,No
672,Company_672,E-commerce,3153453,Medium,Yes,No,None,0.62,No
673,Company_673,Manufacturing,2871479,Medium,No,No,None,0.02,No
674,Company_674,Banking,4093741,Low,No,No,None,0.1,No
675,Company_675,Banking,4318916,High,No,No,None,0.29,No
676,Company_676,Manufacturing,4147558,Low,No,No,None,0.35,No
677,Company_677,E-commerce,3695139,High,Yes,Yes,Corruption,0.97,No
678,Company_678,Manufacturing,3108096,Medium,No,No,None,0.18,No
679,Company_679,Healthcare,4625214,Low,No,No,None,0.01,No
680,Company_680,Healthcare,2420540,Low,Yes,No,None,0.58,No
681,Company_681,Banking,2319654,High,No,Yes,Asset Misappropriation,0.06,No
682,Company_682,IT Services,3008359,Low,No,No,None,0.64,No
683,Company_683,E-commerce,3244048,Low,No,Yes,Corruption,0.02,No
684,Company_684,Banking,1731868,High,Yes,Yes,Financial Statement Fraud,0.29,No
685,Company_685,IT Services,2402252,Low,No,No,None,0.56,Yes
686,Company_686,IT Services,957133,Medium,No,Yes,Corruption,0.25,No
687,Company_687,Healthcare,1883263,Medium,No,No,None,0.18,Yes
688,Company_688,Retail,4559280,Low,No,No,None,0.09,No
689,Company_689,Retail,3771461,Low,No,No,None,0,No
690,Company_690,Manufacturing,1783399,Low,Yes,No,None,0.18,No
691,Company_691,Healthcare,1378508,High,No,No,None,0.56,No
692,Company_692,IT Services,4721112,Low,No,No,None,0.13,No
693,Company_693,E-commerce,4799919,Low,Yes,No,None,0.48,No
694,Company_694,Retail,3884887,Medium,No,No,None,0,No
695,Company_695,IT Services,3818933,High,No,No,None,0.2,No
696,Company_696,Retail,135706,Low,No,No,None,0.5,Yes
697,Company_697,Retail,3139146,Medium,No,No,None,0.74,No
698,Company_698,Retail,3547054,Medium,Yes,No,None,0.42,No
699,Company_699,E-commerce,813933,Low,No,No,None,0.6,Yes
700,Company_700,Healthcare,2207351,High,No,Yes,Corruption,0,No
701,Company_701,E-commerce,3519698,High,No,No,None,0.94,No
702,Company_702,Banking,4537182,High,No,No,None,0.28,No
703,Company_703,IT Services,3492128,Medium,No,No,None,0.89,No
704,Company_704,Healthcare,1869736,Low,Yes,No,None,0.61,No
705,Company_705,Healthcare,764241,High,No,No,None,0.42,No
706,Company_706,Healthcare,2694948,High,No,No,None,0.56,No
707,Company_707,Healthcare,4799224,Low,No,No,None,0.11,No
708,Company_708,E-commerce,3315622,Medium,Yes,No,None,0.54,No
709,Company_709,Healthcare,1400028,Low,No,No,None,0.42,No
710,Company_710,Manufacturing,653278,High,No,No,None,0.04,No
711,Company_711,IT Services,1422574,Medium,No,Yes,Corruption,0.67,No
712,Company_712,Healthcare,1450122,Medium,Yes,No,None,0.57,No
713,Company_713,IT Services,1717058,Medium,No,Yes,Asset Misappropriation,0.92,Yes
714,Company_714,Manufacturing,1360389,High,No,No,None,0.88,Yes
715,Company_715,Manufacturing,599498,Medium,No,Yes,Corruption,0.39,No
716,Company_716,IT Services,1150135,Medium,No,No,None,0.01,No
717,Company_717,Retail,1991533,Medium,No,No,None,0.36,No
718,Company_718,Banking,398447,Low,No,No,None,0.92,No
719,Company_719,Retail,2061243,High,No,No,None,0.17,No
720,Company_720,Retail,2079076,Low,No,No,None,0.69,No
721,Company_721,E-commerce,2338811,Medium,No,No,None,0.14,No
722,Company_722,Retail,600496,Low,No,No,None,0.17,No
723,Company_723,Healthcare,1021189,Medium,Yes,No,None,0.84,No
724,Company_724,E-commerce,643380,Medium,Yes,No,None,0.96,No
725,Company_725,E-commerce,1187841,High,No,No,None,0.15,No
726,Company_726,Manufacturing,4629033,Medium,No,Yes,Identity Theft,0.99,No
727,Company_727,Retail,1567696,High,No,Yes,Financial Statement Fraud,0.81,No
